file,time_in_seconds,kern timing,cplex timing,finished,solution_size_verified
snap/p2p-Gnutella25.txt.dimacs,2.08s,6017,1.7266719341278076,0.04507327079772949,1,correct
snap/facebook_combined.txt.dimacs,269.02s,2798,2.197404384613037,266.3565068244934,1,>>INCORRECT<<
snap/ca-CondMat.txt.dimacs,2.38s,13521,1.697690725326538,0.26396679878234863,1,correct
snap/ca-HepPh.txt.dimacs,1.53s,7012,0.7312097549438477,0.21073198318481445,1,correct
snap/email-Enron.txt.dimacs,4.80s,14437,3.5260026454925537,0.3012080192565918,1,correct
snap/ca-AstroPh.txt.dimacs,2.62s,12012,1.5828187465667725,0.28037405014038086,1,correct
snap/soc-sign-Slashdot081106.txt.dimacs,59.84s,19614,29.179725646972656,0.11187005043029785,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,67.17s,21305,31.32772421836853,0.1325821876525879,1,correct
snap/soc-sign-Slashdot090221.txt.dimacs,68.18s,21314,32.10264778137207,0.16611909866333008,1,correct
snap/soc-Epinions1.txt.dimacs,35.96s,22280,33.4726345539093,0.2180018424987793,1,correct
snap/soc-Slashdot0811.txt.dimacs,42.44s,24046,39.82074165344238,0.2003800868988037,1,correct
snap/soc-sign-epinions.txt.dimacs,137.36s,28184,74.26563858985901,0.20713400840759277,1,correct
snap/soc-Slashdot0902.txt.dimacs,45.25s,25770,42.14580154418945,0.45339274406433105,1,correct
snap/loc-gowalla_edges.txt.dimacs,266.77s,84222,256.3063609600067,2.472243547439575,1,correct
snap/amazon0302.txt.dimacs,s,,,0,,0
snap/com-amazon.ungraph.txt.dimacs,s,,,0,,0
snap/com-dblp.ungraph.txt.dimacs,s,,,0,,0
snap/web-NotreDame.txt.dimacs,s,,,0,,0
snap/twitter_combined.txt.dimacs,s,,,0,,0
snap/roadNet-PA.txt.dimacs,s,,,0,,0
snap/web-Stanford.txt.dimacs,s,,,0,,0
snap/roadNet-TX.txt.dimacs,s,,,0,,0
